localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
pred_prekupnik_gut_pracht_SxwD,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: prächtig | preserved token(s) also present in English reference,"Ja prächtig, that is the agreement, but this junk is worthless.","Na prächtig, that is the agreement, but this junk is worthless.",prächtig,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
pred_prekupnik_jo_to_je_j_Hquz,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Verstehe, mein, Freund | preserved token(s) also present in English reference","Ich verstehe, and who are you looking for, mein Freund?","Verstehe. And who are you looking for, mein Freund?",Verstehe; mein; Freund,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
pred_volf_no_to_nevim_ale_oRtr,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: pičo,"Well... I dunno, for fuck’s sake. I’ve just got my own opinion about those bloody Italians. But alright, let’s give it a shot.","Well... I don't know, pičo. I’ve just got my own opinion about those fucking Italians. But alright, let’s give it a shot.",pičo,Chineset; French; German; Italian; Portuguese; Russian; Spanish; Turkish
prem_kovarovic_lojza_sotv_cGaV,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Loyza | preserved token(s) also present in English reference,Loyza is barely breathing. Everybody says he won't live to see the morning…,Loyza is barely breathing. Everybody says he won't live to see the morning…,Loyza,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prep_bozena_ko_nevim_cos__rGxj,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Bergow | preserved token(s) also present in English reference,I don't know how much you heard… They came here saying they was from Lord Bergow and they was looking for two bandits that ambushed some knight yesterday.,I don't know how much you heard… They came here saying they was from Lord von Bergow and they was looking for two bandits that ambushed some knight yesterday.,Bergow,German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prep_henry_je_to_jak_ti_r_4GG6,7,"token(s) preserved across 3+ localized displays: Hans, Leipa, Pirkstein, Henry, Skalitz, Radzig, Kobyla | preserved token(s) also present in English reference","Sir Hans is the young Lord of Leipa and Pirkstein. I'm Henry of Skalitz, son of Sir Radzig Kobyla and I'm his bodyguard.","Sir Hans is the young Lord of Leipa and Pirkstein. I'm Henry of Skalitz, son of Sir Radzig Kobyla and I'm his bodyguard.",Hans; Leipa; Pirkstein; Henry; Skalitz; Radzig; Kobyla,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prep_henry_jeli_jsme_na_t_u8wV,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Trosky, Hanush, Leipa, Margrave, Jobst, Bergow | preserved token(s) also present in English reference","We were heading to Trosky to deliver a message from Sir Hanush of Leipa and Margrave Jobsts to Lord von Bergow, but we were ambushed by bandits yesterday down by the pond.","We were heading to Trosky to deliver a message from Sir Hanush of Leipa and Margrave Jobst to Lord von Bergow, but we were ambushed by bandits yesterday down by the pond.",Trosky; Hanush; Leipa; Margrave; Jobst; Bergow,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prep_legatuv_m_co_to_k_sa_IImg,7,"English reference/display differ | token(s) preserved across 3+ localized displays: diavolo, Come, permettete | preserved token(s) also present in English reference",Ma che diavolo! Come cazzo vi permettete?!,Ma che diavolo?! Come vi permettete?!,diavolo; Come; permettete,Chineses; Chineset; Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prep_utok_na_m_falle_fall_aK2t,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Überfall, Waffe | preserved token(s) also present in English reference",!P Überfall! An die Waffe!,!P Überfall! An die Waffe!,Überfall; Waffe,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prih_menhart_z_az_nebudes_HYsh,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Turnier | preserved token(s) also present in English reference,"Once you are not suspected of any crime, I can sign you up für das Turnier.","Once you are not suspected of any crime, I can sign you up für das Turnier.",Turnier,Chineses; Chineset; Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prih_menhart_z_dobra_ale__px5M,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: nächstes,"!P Good, but nächstemal return gear, ja?","Good, but nächstes Mal return the gear, ja?",nächstes,Czech; French; German; Italian; Portuguese; Spanish; Ukrainian
prih_menhart_z_mame_troje_gvXH,8,"English reference/display differ | token(s) preserved across 3+ localized displays: Disziplinen, erste, gibt, noch | preserved token(s) also present in English reference",!P We have three disziplin. !P Erste sword and shield combat. !P Then natürlich longsword combat.,We have three Disziplinen. Die erste sword and shield combat. Then gibt es noch longsword combat.,Disziplinen; erste; gibt; noch,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prih_menhart_z_to_je_slov_8Asa,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Schwertkämpfers,!P Word of true Fechter!,Spoken like a true Schwertkämpfers!,Schwertkämpfers,Czech; German; Portuguese; Spanish; Ukrainian
prij_dialog_o__no_proc_ne_2qAU,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: groschen | preserved token(s) also present in English reference,"Aye, why not. If you put a couple of groschen my way, I’ll help you.","Aye, why not. If you put a couple of groschen my way, I’ll help you.",groschen,French; German; Italian; Portuguese; Spanish
prij_dlc_3_pom_pomaha_bra_0XsE,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Benedict | preserved token(s) also present in English reference,He’s assisting Brother Benedict in the infirmary and also teaching him new things.,He’s assisting Brother Benedict in the infirmary and also teaching him new things.,Benedict,Italian; Turkish; Vietnamese
prij_jan_zizka__ty_jsi_pe_hErN,7,"token(s) preserved across 3+ localized displays: Peter, Pisek, Zizka, Trotznov | preserved token(s) also present in English reference",I expect you're Peter of Pisek? I am Jan Zizka of Trotznov.,I expect you're Peter of Pisek? I am Jan Zizka of Trotznov.,Peter; Pisek; Zizka; Trotznov,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prij_npc_akcep_borech_has_C9tr,8,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Borekh, ha-shem",Baruch hashem…,Borekh ha-shem…,Borekh; ha-shem,Chineses; French; German; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Vietnamese
prio_henry_mam_svy_duvody_pWrl,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Trosky | preserved token(s) also present in English reference,"First of all, I'm not from Trosky, and second...","First of all, I'm not from Trosky, and second…",Trosky,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prio_henry_posel_pana_han_nHeT,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Godwin, Hanush, Leipa | preserved token(s) also present in English reference","Godwin, the emissary of Lord Hanush from Leipa, came here and paid the ransom for us.","Father Godwin, an emissary from Lord Hanush of Leipa, came here and paid the ransom for us.",Godwin; Hanush; Leipa,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prio_henry_proti_vam_nic__E5SS,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Bergow | preserved token(s) also present in English reference,"But I have nothing against you, quite the contrary. It's von Bergow...","I have nothing against you fellahs, quite the contrary. It's von Bergow who…",Bergow,German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
prio_psani_dop_nevim_u_gr_Ise4,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Grund | preserved token(s) also present in English reference,I don’t know. All we found near Grund was a couple of corpses. They can't tell us anything.,I don’t know. All we found near Grund was a couple of corpses. They can't tell us anything.,Grund,French; German; Italian; Turkish; Vietnamese
prip_jeho_veli_jak_myslis_9Xy9,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Markvart | preserved token(s) also present in English reference,"As you wish… To your health, Markvart! And to our upcoming vistory!","As you wish… To your health, Markvart! And to our upcoming victory!",Markvart,French; Italian; Portuguese; Spanish; Turkish
prip_zakaznik__zum_wohl_m_Axpd,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Wohl, meine, Freunde | preserved token(s) also present in English reference","Zum wohl, meine Freunde!","Zum Wohl, meine Freunde!",Wohl; meine; Freunde,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
pris_anton_kas_my_perkman_0cNS,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Kuttenberg | preserved token(s) also present in English reference,"We, the pitmen of Kuttenberg, swear before God, to dig shafts by his grace","We, the yackers of the Kuttenberg Mound, swear before God, to hew our shafts by his grace…",Kuttenberg,French; Italian; Portuguese; Turkish; Vietnamese
pris_francek_pane_boze_ji_7iYF,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"Good God, Henry, marra, you can't do that…","Good God! Henry, marra, you can't do that…",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
pris_henry_my_haviri_z_ku_LMS0,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kuttenberg | preserved token(s) also present in English reference,"We, the miners of Kuttenberg, swear before God not to flee the mine in fear nor silver steal…","We, the miners of Kuttenberg, swear before God not to flee the mine in fear nor silver steal…",Kuttenberg,French; Italian; Portuguese; Turkish; Vietnamese
pris_knez_tobi_in_nomine__dZfK,7,"token(s) preserved across 3+ localized displays: nomine, Patris, Filii, Spiritus, sancti, Amen | preserved token(s) also present in English reference",In nomine Patris et Filii et Spiritus sancti. Amen.,In nomine Patris et Filii et Spiritus sancti. Amen.,nomine; Patris; Filii; Spiritus; sancti; Amen,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_albik_z_u_jindra_te__3GqK,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"Forgive me, Father. I’m sure Henry meant no offence. But truth be told, I too find the whole thing a bit strange…","Forgive me, Father. I’m sure Henry meant no offence. But truth be told, I too find the whole thing a bit strange…",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
priv_albik_z_u_o_cem_WQ5V,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Sigismund | preserved token(s) also present in English reference,Very well… I simply need an audience with King Sigismund - it’s about his brother’s health.,Very well… I simply need an audience with King Sigismund - it’s about his brother’s health.,Sigismund,German; Turkish; Vietnamese
priv_obchodnic_du_nervens_jnZV,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Nervensäge | preserved token(s) also present in English reference,Du Nervensäge!,Du Nervensäge!,Nervensäge,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_obchodnic_guten_tag__7zMs,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Guten, mein, Herr | preserved token(s) also present in English reference","!P Guten tag, mein Herr.","Guten Tag, mein Herr.",Guten; mein; Herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_obchodnic_las_mich_c_ZLNi,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Lass, mich, chazer | preserved token(s) also present in English reference","Las mich, chazer!","Lass mich, chazer!",Lass; mich; chazer,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_obchodnic_las_mich_m_KJD5,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Lass, mich, Mamzer | preserved token(s) also present in English reference",Las mich! Mamzer!,"Lass mich, du Mamzer!",Lass; mich; Mamzer,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_obchodnic_wahl_einfa_jSbx,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Such,Wähl einfach...,Such dir was aus …,Such,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_obchodnik_du_nervens_zED6,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Nervensäge | preserved token(s) also present in English reference,Du Nervensäge!,Du Nervensäge!,Nervensäge,Chineses; Chineset; Czech; French; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_obchodnik_guten_tag__c27Z,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Guten, mein, Herr | preserved token(s) also present in English reference","!P Guten tag, mein Herr.","Guten Tag, mein Herr.",Guten; mein; Herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_obchodnik_wahl_einfa_Avjp,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Such,Wähl einfach...,Such dir was aus …,Such,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
priv_opat_jan__albiku_pri_pAqm,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"Master Albich, welcome. I admit, I didn’t expect we’d meet again… so soon.","Master Albich, welcome. I admit, I didn’t expect we’d meet again… so soon.",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
priv_opat_jan__dekuji_ve__GZbZ,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"Thank you, Albich, for volunteering. I wouldn’t have dared ask it of you…","Thank you, Albich, for volunteering. I wouldn’t have dared ask it of you…",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
priv_opat_jan__necham_vam_Lej0,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Benedict | preserved token(s) also present in English reference,"I’ll have a room prepared for you right in the infirmary. Brother Benedict, our novice, will tell you all you need.","I’ll have a room prepared for you right in the infirmary. Brother Benedict, one of our novices, is there and will tell you all you need to know.",Benedict,Italian; Turkish; Vietnamese
priv_opat_jan__ta_zalezit_Lwhq,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Albich | preserved token(s) also present in English reference,"That matter still hasn’t been settled, Albich. The king cares about it.","That matter still hasn’t been settled, Albich. The king cares about it.",Albich,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prod_henry_jak_muzu_vedet_BC1e,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Excalibur, Arthur | preserved token(s) also present in English reference","Excalibur and Arthur? You wouldn’t happen to have the Round Table with it, would you? How do I know it’s the real deal?","Excalibur and Arthur? You wouldn’t happen to have the Round Table with it, would you? How do I know it’s the real deal?",Excalibur; Arthur,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
prod_henry_nejdriv_artus__NGk3,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Arthur, Roland | preserved token(s) also present in English reference","First Arthur, then Roland, and now you don’t even have the decency to make up a story.","First Arthur, then Roland, and now you don’t even have the decency to make up a story.",Arthur; Roland,Czech; French; German; Polish; Portuguese; Turkish; Vietnamese
prod_henry_odkud_ho_mas_t_k5WY,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Haha | preserved token(s) also present in English reference,Haha. And where’d you get it this time?,Haha. And where’d you get it this time?,Haha,Czech; German; Portuguese; Turkish; Vietnamese
prod_prodejce__a_ten_ho_p_1WfB,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Albion | preserved token(s) also present in English reference,"And supposedly, he bought it off some nobleman from Albion... Guess he’d fallen on hard times.",He said he bought it off some nobleman from Albion... Seems he’d fallen on hard times.,Albion,French; German; Portuguese; Spanish; Vietnamese
prod_prodejce__nakres_a_n_gXmz,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Excalibur | preserved token(s) also present in English reference,The one and only Excalibur! King Arthur’s sword.,The one and only Excalibur! King Arthur’s sword.,Excalibur,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese
prod_prodejce__no_skoro___GKh8,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Durendal | preserved token(s) also present in English reference,"Almost – I’ve got Durendal, the legendary sword of Charlemagne. According to legend, an angel brought it to him and it never dulls.","Close – I’ve got Durendal, the legendary sword of Charlemagne. According to legend, an angel brought it to him and it never dulls.",Durendal,Czech; German; Portuguese; Spanish; Turkish; Vietnamese
prod_prodejce__predstav_i_gFUz,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Bylany,"Imagine, Sir, they found a dragon’s skeleton near Bylan!","Imagine, Sir, they found a dragon’s skeleton near Bylany!",Bylany,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
prod_prodejce__stinal_s_n_NFw4,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Roland | preserved token(s) also present in English reference,Later Charlemagne gave it to Roland. You’ve surely heard of him. That knight from the legends.,Later Charlemagne gave it to Roland. You’ve surely heard of him. That knight from the legends.,Roland,French; German; Turkish; Vietnamese
prom_rytir_jez_rytir_jeze_31mW,8,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Jezhek, Holohlavy",Sir… Jezek of Holohlav. And you?,Sir… Jezhek of Holohlavy. And you?,Jezhek; Holohlavy,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
prov_kuman_pro_a_mas_to_7kWn,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: ennyi, volt | preserved token(s) also present in English reference",És ennyi volt.,És ennyi volt.,ennyi; volt,Chineses; Chineset; Czech; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_pro_pockej_na__jFz9,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Mindjárt, következő | preserved token(s) also present in English reference",Mindjárt jön a következő!,Mindjárt jön a következő!,Mindjárt; következő,Chineses; Chineset; Czech; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_pro_ten_se_mi__YwYN,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: volt | preserved token(s) also present in English reference,"Ez jó volt, mi?","Ez jó volt, mi?",volt,Chineses; Chineset; Czech; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_pro_tohle_me_b_C109,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: móka | preserved token(s) also present in English reference,Ez jó móka!,Ez jó móka!,móka,Chineses; Chineset; Czech; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_ude_ej_do_lebe_1OGb,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Koppan, koponya | preserved token(s) also present in English reference",Hé! Koppan a koponya!,Hé! Koppan a koponya!,Koppan; koponya,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_ude_ha_do_ksic_h98Q,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Nesze, pofádba | preserved token(s) also present in English reference",Nesze a pofádba!,Nesze a pofádba!,Nesze; pofádba,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_ude_haha_pico__WGzz,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Háhá, picsa | preserved token(s) also present in English reference","Háhá, picsa!","Háhá, picsa!",Háhá; picsa,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_ude_kurvo_nemy_0Z0I,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Bűzös, disznó | preserved token(s) also present in English reference",Bűzös disznó!,Bűzös disznó!,Bűzös; disznó,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_ude_to_nedas_4WSr,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Véged | preserved token(s) also present in English reference,Véged van!,Véged van!,Véged,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_kuman_ude_zabiju_te__XeT3,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kinyírlak | preserved token(s) also present in English reference,Kinyírlak!,Kinyírlak!,Kinyírlak,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_soldier_u_fur_den_an_UJb1,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Anfang | preserved token(s) also present in English reference,!P Für den Anfang...,Für den Anfang ...,Anfang,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_soldier_u_ha_das_wars_35Ek,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: war’s,"!P Ha, das war's...","Ha, das war’s ...",war’s,Chineses; Czech; French; German; Italian; Japanese; Korean; Polish; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_soldier_u_hat_es_dir_yS6w,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: gefällt,!P Hat es dir gefallen?,Wie gefällt dir das?,gefällt,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_soldier_u_pech_gehab_YQlK,7,"English reference/display differ | token(s) preserved across 3+ localized displays: Pech, gehabt, Arschloch | preserved token(s) also present in English reference","!P Pech gehabt, Arschloch.","Pech gehabt, Arschloch.",Pech; gehabt; Arschloch,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prov_soldier_u_to_slo_ein_hkQW,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: zwei | preserved token(s) also present in English reference,Ein zwei…,Ein zwei…,zwei,Chineses; Chineset; Czech; French; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Ukrainian; Vietnamese
proz_cenek_jindro_to_prec_BEhq,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,Henry… you can't be serious. What about the Guild? What about our mission?,Henry… you can't be serious! What about the Guild? What about our mission?,Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
proz_cenek_teda_jindro_kl_3qbF,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Henry | preserved token(s) also present in English reference,"Well done, Henry! Hats off to you. I understand it's difficult with that pig-head at times…","Well done, Henry! Hats off to you. I know it's hard with that pig-head at times…",Henry,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
proz_roza_ruth_ale_jeste__gfzf,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Zizka | preserved token(s) also present in English reference,But tell me this… Why didn't you say anything when Zizka gave the order to burn the tower?,But tell me this… Why didn't you say anything when Zizka gave the order to burn the tower?,Zizka,French; German; Italian; Portuguese; Turkish; Vietnamese
proz_roza_ruth_hmm_tak_to_pU3M,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Maleshov | preserved token(s) also present in English reference,So… It remained in Maleshov?,So… It remained in Maleshov?,Maleshov,Italian; Portuguese; Turkish; Vietnamese
proz_roza_ruth_ten_nedobr_YnrP,7,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Maleshov,It was waiting for me there in the end… so my involuntary stay at Malashov was at least good for something.,It was waiting for me there in the end… so my involuntary stay at Maleshov was at least good for something.,Maleshov,Italian; Portuguese; Turkish; Vietnamese
proz_roza_ruth_to_mi_dosl_qu88,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Maleshov | preserved token(s) also present in English reference,I figured that. Especially when I found it myself in Maleshov… And it wasn't even very carefully hidden.,I figured that. Especially when I found it myself in Maleshov… And it wasn't even very carefully hidden.,Maleshov,Italian; Portuguese; Turkish; Vietnamese
proz_roza_ruth_tomu_neroz_bRw3,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: factum | preserved token(s) also present in English reference,"That is a weak word. But as they say, factum es factum. The book is lost, I'm disappointed and you are…","That's putting it lightly. But as they say, factum es factum. The book is lost, I'm disappointed, and you are…",factum,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
proz_roza_ruth_ze_se_nesn_9pYf,8,non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Zizka | preserved token(s) also present in English reference,That you would not stoop to the level of those… those… I mean Zizka and the Devil.,"That you wouldn't stoop to the level of those… those… well, Zizka and the Devil.",Zizka,French; German; Italian; Portuguese; Turkish; Vietnamese
pruz_ptacek_ei_incumbit_p_EXeG,8,"English reference/display differ | token(s) preserved across 3+ localized displays: incumbit, probatio, dicit, negat | preserved token(s) also present in English reference","!P Ei incumbit probatio, qui dicit, non qui negat.","Ei incumbit probatio, qui dicit, non qui negat.",incumbit; probatio; dicit; negat,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
prvn_bozetecha_driv_mi_po_MF9c,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Benesh | preserved token(s) also present in English reference,"Benesh used to help me, but now he’s gone to meet his Maker too.","Benesh used to help me, but now he’s gone to meet his Maker too.",Benesh,French; Italian; Portuguese; Spanish; Turkish; Vietnamese
prvn_bozetecha_ja_nevim_c_7nne,7,non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Vlasta | preserved token(s) also present in English reference,"I don’t know... Since Vlasta died, I’ve been completely useless. Honestly, I kind of hope I’ll forget him soon too. Maybe then I wouldn’t miss him so much.","I don’t know... Since Vlasta died, I’ve been completely useless. Honestly, I kind of hope I’ll forget him soon too. Maybe then I wouldn’t miss him so much.",Vlasta,French; German; Italian; Portuguese; Spanish; Vietnamese
prvn_bozetecha_kdepak_jes_jbPg,8,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Benesh, Trosky | preserved token(s) also present in English reference","Benesh, who was sent here from Trosky, helps me sometimes. He doesn’t say much, but he’s a good worker.","Benesh, who was sent here from Trosky, helps me sometimes. He doesn’t say much, but he’s a good worker.",Benesh; Trosky,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
