localization_key,classification,revised_score,score,preserved_tokens,classification_notes,Chineses_reference,Chineses_display,Chineset_reference,Chineset_display,Czech_reference,Czech_display,English_reference,English_display,French_reference,French_display,German_reference,German_display,Italian_reference,Italian_display,Japanese_reference,Japanese_display,Korean_reference,Korean_display,Polish_reference,Polish_display,Portuguese_reference,Portuguese_display,Russian_reference,Russian_display,Spanish_reference,Spanish_display,Turkish_reference,Turkish_display,Ukrainian_reference,Ukrainian_display,Vietnamese_reference,Vietnamese_display,review_source_language,review_verified_meaning,review_line_type,review_status,review_notes
spec_menhart_z_mistr_umi__gJGE,likely_foreign_phrase,14,9,Entschuldige; mein; Freund,"foreign-lexicon hit(s): mein, Freund | multiple preserved tokens | foreign lexicon visible in English display: freund, mein","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund（抱歉，我的朋友）…大师知道如何衡量自己的力量和状况。","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund（抱歉，朋友）……要成為一名大師，得先學會評估自身的能力和狀態。","Entschuldigen Freund, mistr musí umět odhadnout svou sílu a zdraví.","Entschuldige, mein freund… mistr musí umět odhadnout svou sílu a zdraví.",A Master knows how to estimate his strength and condition and knows when to prepare for battle and when not.,"Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… un maître sait estimer sa force et sa forme.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund … ein Meister weiß um seine Stärke und seine Verfassung.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… Un maestro sa valutare la propria forza e condizione fisica.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.",友よ…  達人なら  己の体力や状態を見極める術は<br/>心得ている,"Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… 달인이라면 자신의 역량과 상태를 잘 파악해야 하네.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… Mistrz potrafi ocenić swoje siły i kondycję.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… Um mestre sabe estimar a própria força e condição.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… хороший фехтмейстер уметь оценивайт сфои силы.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… Un maestro sabe cómo estimular su fortaleza y condición.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… bir usta gücünü ve kondisyonunu nasıl tahmin edeceğini bilir.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Entschuldige, mein Freund… Майстер уміє правильно розцінювати власні сили й здоров'я.","Entschuldige, mein Freund… a master knows how to estimate his strength and condition.","Xin lỗi nhé, anh bạn… Một cao thủ thì phải biết lượng sức mình và tình trạng của bản thân.",,,,,
svat_quest_tip_nevim_o_co_4WOi,likely_foreign_phrase,14,11,weiß; nicht; worum; geht,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,"Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht（我不知道是什么原因），但我听说这与他们的传统射击比赛有关系。","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht（我不知道詳情），但據說跟他們的傳統射箭比賽有關。","... Ich weiß nicht, was los ist, ale prej to souvisí s jejich tradičním střeleckým štercem.","Ich weiß nicht, worum es geht, ale prej to souvisí s jejich tradičním střeleckým štercem.","... Ich weiß nicht, was los ist, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, mais j'ai entendu dire que ça avait un rapport avec leur concours d'archerie.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, aber angeblich hat es was mit dem traditionellen Bogenschießwettbewerb zu tun.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht. Ma di sicuro c'entra la loro tradizionale gara di tiro con l'arco.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.",詳しい話は知らないけど  伝統の射撃大会が<br/>絡んでる  とかなんとか,"Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, 무슨 유서 깊은 활쏘기 대회에 관한 문제라나 뭐라나.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, ale ponoć ma to coś wspólnego z ich zawodami strzeleckimi.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, mas ouvi dizer que tem algo a ver com a competição anual de tiro ao alvo.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, но я слыхайт, вроде как там разговор про их состязание лучников.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, pero se conoce que tiene que ver con su competición de tiro con arco tradicional.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht ama onların geleneksel okçuluk yarışması ile ilgiliymiş diye duydum.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Ich weiß nicht, worum es geht, але я чуф, що це якось стосується їхнього традиційного змагання зі стрільби з лука.","Ich weiß nicht, worum es geht, but I hear it has something to do with their traditional archery competition.","Tôi không biết chi tiết, nhưng hình như có liên quan đến giải thi bắn truyền thống gì đó.",,,,,
ulri_event_tab_gut_gut_es_bBId,likely_foreign_phrase,14,11,nicht; wichtig; doch; saßen; einem; Stein; schlugen; Bein; über; andre,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,"Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch Wir saß auf einem Felsenstein, und schlug ein Bein über das andre Bein...","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch Wir saß auf einem Felsenstein, und schlug ein Bein über das andre Bein...","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein…","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein…","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein…","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein…","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein…","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","Gut, gut, es ist nicht wichtig, doch wir saßen auf einem Stein, und schlugen ein Bein über das andre Bein …","(Tốt, tốt, không quan trọng, nhưng chúng ta đã ngồi trên một tảng đá, và vắt chân này lên chân kia…)",,,,,
utik_soldier_u_nein_das_w_fq6Z,likely_foreign_phrase,14,11,Nein; wird; nicht; passieren,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,"Nein, das wird nicht passieren …","Nein, das wird nicht passieren … （这下完蛋了…)","Nein, das wird nicht passieren …","Nein, das wird nicht passieren…（再打下去可能不太妙……）","Nein, das wird nicht passieren...","Nein, das wird nicht passieren …","!P Nein, das wird nicht passieren...","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren…","Nein, das wird nicht passieren …","Nein, das wird nicht passieren…","Nein, das wird nicht passieren …","Nein, das wird nicht passieren…","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …","Nein, das wird nicht passieren …",,,,,
zaka_zakaznik__ich_hatte__O5hP,likely_foreign_phrase,14,11,hätte; mein; Fleisch; gern; durchgebraten,foreign-lexicon hit(s): mein | multiple preserved tokens | foreign lexicon visible in English display: mein,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!（我的肉要全熟！）,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!（我的肉要全熟！）,Ich hätte mein Fleisch gern durch!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durch!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,¡Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,Ich hätte mein Fleisch gern durchgebraten!,,,,,
zaka_zakaznik__mein_gott__DBlx,likely_foreign_phrase,14,9,Mein; Gott; spät,"foreign-lexicon hit(s): Mein, Gott | multiple preserved tokens | foreign lexicon visible in English display: gott, mein","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!（我的天啊，這麼晚了！）","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät !","Mein Gott, es ist spät!","Mein Gott, ist das spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","¡Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!","Mein Gott, es ist spät!",,,,,
blac_cechmistr_to_se_teda_5bwa,likely_foreign_phrase,13,10,überhaupt; nicht; geklappt,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!（全搞砸了！）,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,To se teda vůbec nepovedlo!,To se teda vůbec nepovedlo!,!P Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt !,Das hat überhaupt nicht geklappt!,Das war ein völliger Reinfall!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,¡Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Das hat überhaupt nicht geklappt!,Cái đó hỏng hoàn toàn!,,,,,
comb_hejtman_f_hm_ale_jo__hfqM,likely_foreign_phrase,13,10,Aber; warum; nicht,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,"Hmm … Aber ja, warum nicht?","唔……Aber ja, warum nicht（好吧，有何不可呢）？","Hmm … Aber ja, warum nicht?","Hmm... Aber ja, warum nicht?","Hm... Aber ja, warum nicht?","Hm... Aber ja, warum nicht?","!P Hmm... Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Mmm… Aber ja, warum nicht ?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Uhm… Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm... Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm... Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm… Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Хмм… Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Mmm… Aber ja, ¿warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Được, tại sao không?",,,,,
comb_hejtman_s_hm_ale_jo__odQd,likely_foreign_phrase,13,10,Aber; warum; nicht,foreign-lexicon hit(s): nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,"Hmm … Aber ja, warum nicht?","唔……Aber ja, warum nicht（好吧，有何不可呢）？","Hmm … Aber ja, warum nicht?","Hmm... Aber ja, warum nicht?","Hm... Aber ja, warum nicht?","Hm... Aber ja, warum nicht?","!P Hmm... Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Mmm… Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Uhm… Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm... Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm... Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm… Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","М-м-м… Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Mmm… Aber ja, ¿warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Hmm … Aber ja, warum nicht?","Được, tại sao không?",,,,,
dial_stalker_ja_laska_ona_dPF3,likely_foreign_phrase,13,10,szerelmes; hajadon; Nicht; mann; erős; szép; schön,foreign-lexicon hit(s): Nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,"Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...",Én，szerelmes。O hajadon。Nicht mann。Én eros。O szép。So schon……,"Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. O hajadon. Nicht mann. Én eros. O szép. So schon...","Já, láska. Ona svobodná. Nicht mann. Já silný. Ona krásná. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön…","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Kein Mann. Én erős. Ő szép. So schön ...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön…","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...",（恋をしてる  向こうは独身  夫はいない  俺は<br/>強い  彼女は美人で  すごく優しい…）,"Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön…","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön…","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Kein Mann. Én erős. Ő szép. So schön …","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...","Én, szerelmes. Ő hajadon. Nicht mann. Én erős. Ő szép. So schön...",,,,,
dial_stalker_to_jsem_neve_hlLi,likely_foreign_phrase,13,10,tudtam; Nicht; wissen; Bocsánat; Békén; hagyom,foreign-lexicon hit(s): Nicht | multiple preserved tokens | foreign lexicon visible in English display: nicht,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam（我不知道）……Nicht wissen（不知道）！ Bocsánat（很抱歉）。我很抱歉。Békén hagyom（我会离开的）。,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam（我不知道）……Nicht wissen（我不知道）！Bocsánat（抱歉）……我對不起。Békén hagyom（我會遠離她）。,To jsem nevěděl... Nicht wissen! Promiň. Omluvila ja. Nechám ji bejt...,Ezt nem tudtam... nicht wissen! Bocsánat. Promiň. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam… Nicht wissen ! Bocsánat. Je pardon. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam ... Nicht wissen! Bocsánat. Verzeihung. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam… Nicht wissen! Bocsánat. Io dispiace. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,（それは知らなかった…  知らなかったんだ！<br/>すまん  悪かった  もう手を出さない）,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. 미안. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. Przepraszać. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam… Nicht wissen! Bocsánat. Desculpa. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. Прости. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam… ¡Nicht wissen! Bocsánat. Sentir. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. Üzgün ben. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. Вибач. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,Ezt nem tudtam... Nicht wissen! Bocsánat. I sorry. Békén hagyom.,,,,,
dlc2_pozdrav_c_schon_dich_uPBk,likely_foreign_phrase,13,10,Schön; dich; sehen; Gildenbruder,foreign-lexicon hit(s): dich | multiple preserved tokens | foreign lexicon visible in English display: dich,"Schön, dich zu sehen, Gildenbruder!",很高兴见到你，公会兄弟！,"Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder !","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","¡Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!","Schön, dich zu sehen, Gildenbruder!",,,,,
endi_rozloucen_gott_mit_d_pQiV,likely_foreign_phrase,13,10,Möge; Gott; sein,foreign-lexicon hit(s): Gott | multiple preserved tokens | foreign lexicon visible in English display: gott,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Gott mit dir.,Möge Gott mit dir sein.,!P Gott mit dir.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,*Möge Gott mit dir sein.*,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,Möge Gott mit dir sein.,,,,,
