localization_key,score,reasons,English_reference,English_display,preserved_tokens,preserved_in_locales
o_zi_hejtman_f_gut_dann_f_hIco,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Schön, dann, frag | preserved token(s) also present in English reference","!P Gut, dann fragen Sie.","Schön, dann frag nur.",Schön; dann; frag,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_hejtman_f_jednoduche_HP9P,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Dann, pass, Lösegeld","!P Kinderleicht! As soon as the soldiers began looting the villages around the city, the local nobility quickly decided it's better to pay them Losegeld.","Dann pass mal auf! As soon as the soldiers began looting the villages around the city, the local nobility quickly decided it's better to pay them Lösegeld.",Dann; pass; Lösegeld,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_hejtman_f_jo_presne__cnth,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: trifft, Nagel, Kopf","!P Ja, genau das ist es...",Das trifft den Nagel auf den Kopf …,trifft; Nagel; Kopf,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_hejtman_f_mein_herr__wucU,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mein, Herr, Peter, Lösegeld | preserved token(s) also present in English reference","!P Mein Herr Peter, however, had to pay him a fat Losegeld to leave us in peace.","Mein Herr Peter, however, had to pay him a fat Lösegeld to leave us in peace.",Mein; Herr; Peter; Lösegeld,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_hejtman_f_tak_hlavne_DUIc,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Diese, dreckigen, Hurensöhne, Kuttenberg | preserved token(s) also present in English reference","!P They are. Diese dreckigen Hurensohne are angry, you see! They thought they would rake in the silver from the Kuttenberg mines.","They are. Diese dreckigen Hurensöhne are angry, you see! They thought they would rake in the silver from the Kuttenberg mines.",Diese; dreckigen; Hurensöhne; Kuttenberg,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_henry_co_znamena_to__tRo9,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Fürs, Geld | preserved token(s) also present in English reference",!P What does that mean: Fur gutes Geld and so on and so forth?,What does that mean: Fürs Geld and so on and so forth?,Fürs; Geld,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kocovnik__co_by_rom__WM7O,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: romeha, gadjo, gadjeha | preserved token(s) also present in English reference","!T What… Rom romeha, gadjo gadjeha.","How…? Rom romeha, gadjo gadjeha.",romeha; gadjo; gadjeha,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kocovnik__jak_by_mel_wnzr,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: k-ham, labarel, prekal, sakoneste | preserved token(s) also present in English reference",!T As it should… O k-ham sitinel prekal sakoneste.,As it should…O k-ham labarel prekal sakoneste.,k-ham; labarel; prekal; sakoneste,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kocovnik__no_jo_ale__J7cT,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Bokhaľi, ričňi, khelel | preserved token(s) also present in English reference","Right. But if you don't have anything, you don't pay anything, and they won't find out. Bokhaľi ričňi na khelel.","Right. But if you do not have anything, you do not pay anything, and nobody will be any the wiser. Bokhaľi ričňi na khelel.",Bokhaľi; ričňi; khelel,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kupec_tro_aber_das_i_jhYY,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Aber, deine, Sache | preserved token(s) also present in English reference","!P Aber das ist Ihre Sache… that is your business, lad.","Aber das ist deine Sache… that is your business, lad.",Aber; deine; Sache,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kupec_tro_eh_jenze_v_p7M1,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Herr, Otto, Ulrich, lassen | preserved token(s) also present in English reference","!P Eh, but Herr Otto spends more time in Prague than here, and Chamberlain Ulrich… Das ist unnötig.","Eh, but Herr Otto spends more time in Prague than here, and Chamberlain Ulrich… Ach, lassen wir das.",Herr; Otto; Ulrich; lassen,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kupec_tro_hm_das_kom_zfUE,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: kommt, darauf | preserved token(s) also present in English reference","!P Hm, Das kommt darauf an… It takes all day on foot.","Hm, Das kommt darauf an… It takes all day on foot.",kommt; darauf,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kupec_tro_ja_das_ist_DjPk,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: kann, wohl, sagen, Herr, Bergow | preserved token(s) also present in English reference","!P Ja, das ist ein schwieriger Fall. Herr von Bergow should finally do something about it…","Ja, das kann man wohl sagen. Herr von Bergow should do something about it at last…",kann; wohl; sagen; Herr; Bergow,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kupec_tro_o_nich_neb_bpnn,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: gleichen, Scheißkerle | preserved token(s) also present in English reference","!P About those specific ones, or about others? There all just gleichen Scheißkerle!","About those ones in paritcular, or about others? They are all just gleichen Scheißkerle!",gleichen; Scheißkerle,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kupec_tro_pokud_ti_j_ehHt,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Rettung, deiner, Seele, junger, Mann, Aujezd, Sankt, Katharinen | preserved token(s) also present in English reference","If you want… die Rettung der Seele, junger Mann, you will have go to travel throught the forest to Aujezd or to Sankt Katharinen.","If you want… die Rettung deiner Seele, junger Mann, you have to go throught the forest to Aujezd or to Sankt Katharinen.",Rettung; deiner; Seele; junger; Mann; Aujezd; Sankt; Katharinen,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_kupec_tro_zum_gluck__vIiW,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Glück, nicht, junger, Mann, Trosky | preserved token(s) also present in English reference","!P Zum Glück nicht, junger Mann. I am the only merchant here below Trosky.","Zum Glück nicht, junger Mann. I am the only merchant here around Trosky.",Glück; nicht; junger; Mann; Trosky,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_mistr_fab_klenba_se__eIv3,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Gewölbe, zwanzig, Klafter, geschätzten, Kuttenberger, Bergmänner | preserved token(s) also present in English reference",!P Die Gewolbe ee... The vault will rise zwanzig Klafter above the heads of the faithful pilgrims und geschatzten kuttenberg Bergleute.,"Das Gewölbe, äh... The vault will rise zwanzig Klafter above the heads of the faithful pilgrims und der geschätzten Kuttenberger Bergmänner.",Gewölbe; zwanzig; Klafter; geschätzten; Kuttenberger; Bergmänner,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_mistr_fab_nun_sonst__0syU,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: sonst, wäre, nicht, hier | preserved token(s) also present in English reference","!P Nun, sonst ware ich nicht hier. What would you like?","Nun, sonst wäre ich ja nicht hier. What would you like?",sonst; wäre; nicht; hier,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_mistr_fab_soll_ich_g_9U9C,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Soll, mich, darüber, freuen | preserved token(s) also present in English reference",!P Soll ich glucklich sein?,Soll ich mich darüber freuen?,Soll; mich; darüber; freuen,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_mistr_fab_takovej_kr_XxSH,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: gesamten, tschechischen, Königreich | preserved token(s) also present in English reference","!P Such a beautiful church, no other can compare to it Im gesamten tschechischen Konigreich!","Such a beautiful church, no other could compare to it, im gesamten tschechischen Königreich!",gesamten; tschechischen; Königreich,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_otte_koch_sem_hrubos_PRM7,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Großskal, Bergow | preserved token(s) also present in English reference",I'm a prefect from Hruba Skala in the service of Lord von Bergow.,I am the custodian of the Großskal in the service of Lord von Bergow.,Großskal; Bergow,Chineses; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_pisar_tyc_dole_na_ch_1YAe,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: dreckigen, Werkstätten, Hoprink","!P Die dreckige Werkstatten are mainly below on Chmelny: all smithies, foundries and above them a lot of smoke.","Die dreckigen Werkstätten are mainly below on Hoprink: all smithies, foundries and above them a lot of smoke.",dreckigen; Werkstätten; Hoprink,Chineses; Chineset; Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_pisar_tyc_gleich_neb_IoiN,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Gleich, daneben, alten, Minenschächte | preserved token(s) also present in English reference","!P Gleich neben there are die alten Schachte... The mining shafts, though entering them is forbidden.","Gleich daneben there are die alten Minenschächte... The mining shafts, though entering them is forbidden.",Gleich; daneben; alten; Minenschächte,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_rychtar_h_a_ne_propa_iO3x,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: würde, nicht | preserved token(s) also present in English reference",Und nicht lose his head like a common thief.,Er würde nicht be hanged like a common thief.,würde; nicht,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_rychtar_h_ich_hatte__ssRr,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: hatte, bereits, Vergnügen | preserved token(s) also present in English reference",!P Ich hatte bereits das Vergnügen.,Ich hatte bereits das Vergnügen mit ihm.,hatte; bereits; Vergnügen,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_urso_von__italie_je__PsJr,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Italien, großartiges, Land | preserved token(s) also present in English reference",!P Italien ist ein Grossarticles Land! I think we shall head south again in the autumn.,Italien ist ein großartiges Land! I think we shall head south again in the autumn.,Italien; großartiges; Land,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_urso_von__krome_lidi_YPXd,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Außer, Leuten, Soldaten | preserved token(s) also present in English reference","!P Ausser den Menschen here in the camp, I also have der Soldaten nearby and if need be they will go with us.","Außer den Leuten here in the camp, I also have Soldaten nearby and if need be they will go with us.",Außer; Leuten; Soldaten,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_urso_von__moje_kumpa_1PtK,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Meine, Truppe, nicht, groß | preserved token(s) also present in English reference","!P Meine Gesellschaft ist nicht groß, but for your purposes I think it will suffice.","Meine Truppe ist nicht groß, but for your purposes I think it will suffice.",Meine; Truppe; nicht; groß,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_urso_von__tady_v_tab_a7Ay,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: armiger, Hagen, Trott, Alles, gute, unerschütterliche, Jungs | preserved token(s) also present in English reference","!P Here in the camp I have my armiger Hagen Trott, two free archers and a combat hostler. Alles gute und scharfe Jungs.","Here in the camp I have my armiger Hagen Trott, two free archers and a combat hostler. Alles gute und unerschütterliche Jungs.",armiger; Hagen; Trott; Alles; gute; unerschütterliche; Jungs,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_urso_von__tvuj_zajem_ooZV,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: freue, mich, über, dein, Interesse | preserved token(s) also present in English reference","!P Ich freue mich, dass Sie interessiert sind, but I don't know if it makes any sense?","Ich freue mich über dein Interesse, but I don't know if it makes any sense?",freue; mich; über; dein; Interesse,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_urso_von__zadny_stur_eDKZ,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Kein, Stürmen, Mauern | preserved token(s) also present in English reference","!P Kein Sturmen der Mauern and no sieges, just a quick clean job for my men.","Kein Stürmen der Mauern and no sieges, just a quick clean job for my men.",Kein; Stürmen; Mauern,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
o_zi_zidovsky__borech_has_wb1Z,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Borekh, ha-shem | preserved token(s) also present in English reference","!P Borekh ha-shem! I cannot complain, or rather, I should not…","Borekh ha-shem! I can't complain, or rather I shouldn't…",Borekh; ha-shem,Chineses; Chineset; French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
obec_tibor_no_a_bracha_ge_wrZt,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Gejza, Marika, Chororo | preserved token(s) also present in English reference","An Gejza, my brother… he was the opposite of Marika. A hothead who would take everything seriously and pull a dagger on anyone who so much as poked fun at him. Poor boy.","And Gejza, my brother… he was the opposite of Marika. A hothead who would take everything seriously and pull a dagger on anyone who poked fun at him. Chororo.",Gejza; Marika; Chororo,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
odev_cechmistr_es_ist_nic_df7k,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mein, Gott, nicht | preserved token(s) also present in English reference","Mein Gott, es ist nicht gut… And do you have any other lead?","Mein Gott, das ist nicht gut… And do you have any other lead?",Mein; Gott; nicht,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
odev_cechmistr_ja_s_olber_Vq4H,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Schwer, sagen, Olbert | preserved token(s) also present in English reference","Schwer zu sagen. We may’ve made a deal with Olbert, but many of the raids weren’t just his doing...","Schwer zu sagen. We may’ve made a deal with Olbert, but many of the raids weren’t just his doing...",Schwer; sagen; Olbert,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
odev_cechmistr_jo_to_je_p_32Ye,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: richtig, Verdammte, Scheiße | preserved token(s) also present in English reference","Ja, das ist richtig, but he’s still my brother. Verdammte Scheiße!","Ja, das ist richtig, but he’s still my brother. Verdammte Scheiße!",richtig; Verdammte; Scheiße,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
odev_cechmistr_myslis_ze__qhdu,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Ergibt, einen, Sinn, dich | preserved token(s) also present in English reference","Do you think if I were behind it, I’d send you to uncover everything? Ergibt das einen Sinn für dich?","Do you think if I were behind it, I’d send you to uncover everything? Ergibt das einen Sinn für dich?",Ergibt; einen; Sinn; dich,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
odev_cechmistr_pokud_u_to_PNmM,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Danke, aber, nein | preserved token(s) also present in English reference","Danke, aber nein, first I need to think it all over. I’ll let you know when I figure something out.","Danke, aber nein, first I need to think it all over. I’ll let you know when I figure something out.",Danke; aber; nein,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
odev_cechmistr_was_es_ist_LblO,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: soll, wohl, Witz","Was... Was? Es ist nicht wie... Wait, you’re not joking?","Was... Was? Das soll wohl ein Witz... Wait, you’re not joking?",soll; wohl; Witz,Chineses; Chineset; French; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
odev_cechmistr_was_wurde__eZsq,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: würde, Olbert | preserved token(s) also present in English reference","Was würde? We’ve made a deal with Olbert, but many of those raids weren’t his doing.","Was würde? We made a deal with Olbert, but many of those raids were not his doing.",würde; Olbert,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
odev_henry_zminil_tebe_a__yort,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Libor, Burkhard, Voyta | preserved token(s) also present in English reference","He mentioned you, someone called Libor and Burkhard. He said… Burkhard killed you. That Voyta is dead.","He mentioned you, someone called Libor and Burkhard. He said… Burkhard killed you. That Voyta is dead.",Libor; Burkhard; Voyta,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
odev_hospodsky_naturlich__dlyJ,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Natürlich, groschen | preserved token(s) also present in English reference","Natürlich! As I promised, groschen for the writ...","Natürlich! As I promised, groschen for the safe conduct.",Natürlich; groschen,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian
odev_malir_burkhard_kolem_0bhb,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Trosky, Burkhard, Voyta | preserved token(s) also present in English reference","Well… just like in the Trosky regioin, Burkhard gathered a band of lads around him. And Voyta was one of them.","Well… just like in the Trosky region, Burkhard gathered a band of lads around him. And Voyta was one of them.",Trosky; Burkhard; Voyta,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
odev_malir_spis_bych_rekl_lwiX,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Kuttenberg, Adela, Agnes, Daniela | preserved token(s) also present in English reference","I’d say it’s more like the cats here have me; they’ve been living in the loft since long before I got here. But I've got three of my own at home in Kuttenberg - Adela, Agnes and Daniela.","I’d say it’s more like the cats here have me; they’ve been living in the loft since long before I got here. But I've got three of my own at home in Kuttenberg - Adela, Agnes and Daniela.",Kuttenberg; Adela; Agnes; Daniela,Czech; French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
odev_svatava_pockame_na_m_iBOF,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mikush, Kolin | preserved token(s) also present in English reference","But what can you do? I'll wait for Mikush, and then we'll go together to my kin in Kolin.","Anyway… I'll wait for Mikush, then we'll go and see our relatives in Kolin.",Mikush; Kolin,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
odha_dlc3_zach_ja_ale_cet_FKN3,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Buda, Sedletz | preserved token(s) also present in English reference","As it happens, I was in Buda reading Bavor’s travelogue, and I knew his grave was somewhere here in Sedletz.","As it happens, I was in Buda reading Bavor’s travel records, and I knew his grave was somewhere here in Sedletz.",Buda; Sedletz,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
odha_dlc3_zach_to_teda_va_F9ql,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Boleslav, Bavor, Blatna | preserved token(s) also present in English reference",No...? I’m talking about the relic of Sir Boleslav Bavor of Blatna.,No...? I’m talking about the relic of Sir Boleslav Bavor of Blatna.,Boleslav; Bavor; Blatna,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
odmi_npc_neakc_tak_mi_pom_MwTu,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Segíts, nekem, akkor, akár, élheted | preserved token(s) also present in English reference","Segíts nekem, és akkor akár túl is élheted!","Segíts nekem, és akkor akár túl is élheted!",Segíts; nekem; akkor; akár; élheted,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
ohle_henry_posmrtna_ztuhl_1pih,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Rigor, mortis | preserved token(s) also present in English reference",Rigor mortis is wearing off. Can’t have been dead more than a few hours.,Rigor mortis is wearing off. He can’t have been dead more than a few hours.,Rigor; mortis,Italian; Polish; Portuguese; Spanish
olbr_henry_v_noci_kdyz_se_neLr,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Tachov, Troskowitz | preserved token(s) also present in English reference",I was sitting in Tachov… I mean… Troskowitz tavern the night it happened.,I was sitting in the Tachov… I mean… Troskowitz tavern the night it happened.,Tachov; Troskowitz,French; German; Italian; Portuguese; Spanish; Turkish; Vietnamese
olbr_knez_niko_bis_pueri__jigi,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: pueri, senes | preserved token(s) also present in English reference",!P Bis pueri senes…,Bis pueri senes…,pueri; senes,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_kuman_si__anyaik_sir_QkCO,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Anyáik, sírba, borulnak | preserved token(s) also present in English reference",Anyáik sírba borulnak...,Anyáik sírba borulnak...,Anyáik; sírba; borulnak,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_kuman_si__gyermekein_AO4n,9,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: Gyermekeink, sírnak, rínak | preserved token(s) also present in English reference","Gyermekeink sírnak, rínak...","Gyermekeink sírnak, rínak...",Gyermekeink; sírnak; rínak,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_kuman_si__melyen_hiv_Gudc,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Mélyen, hívő, emberek | preserved token(s) also present in English reference",Mélyen hívo emberek...,Mélyen hívő emberek...,Mélyen; hívő; emberek,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_a_kenyer_i_Aqhv,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: kenyér, illata | preserved token(s) also present in English reference",!P A kenyér illata után…,A kenyér illata…,kenyér; illata,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_ahoj_hB8Z,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: csináljunk, mehetünk, vissza, abba, fogadóba | preserved token(s) also present in English reference",Mit csináljunk? Nem mehetünk vissza abba a fogadóba.,Mit csináljunk? Nem mehetünk vissza abba a fogadóba.,csináljunk; mehetünk; vissza; abba; fogadóba,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_az_a_teny__DRJ4,10,"non-ASCII character(s) in English display | token(s) preserved across 3+ localized displays: tény, hogy, mindenki, utál, minket | preserved token(s) also present in English reference","Az a tény, hogy itt mindenki utál minket...","Az a tény, hogy itt mindenki utál minket...",tény; hogy; mindenki; utál; minket,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_bar_a_cseh_Y3De,9,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: csehek, megvetendőek | preserved token(s) also present in English reference",!P Bár a cseheket nem szabad kidobni.,Bár a csehek sem megvetendőek.,csehek; megvetendőek,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_basszus_ne_3Uuc,10,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Basszus, anyám, hiányzik | preserved token(s) also present in English reference","!P Basszus, nekem is hiányzik anyám.","Basszus, még az anyám is hiányzik!",Basszus; anyám; hiányzik,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_cus_YWCU,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: étel, úgyis, szar, volt | preserved token(s) also present in English reference",Az étel amúgy is szívás volt.,Az étel úgyis szar volt.,étel; úgyis; szar; volt,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
opil_opily_kum_felulrol_k_MoV7,11,"non-ASCII character(s) in English display | English reference/display differ | token(s) preserved across 3+ localized displays: Fentről, kellett, volna, hívnod, hogy, segítsen | preserved token(s) also present in English reference","Felülről kellett volna hívnod egy nőt, ő segíthetett volna.","Fentről kellett volna hívnod egy nőt, hogy segítsen.",Fentről; kellett; volna; hívnod; hogy; segítsen,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese
