localization_key,English_display,English_reference,preserved_tokens,strong_preserved_tokens,preserved_in_languages,available_languages,strong_threshold,very_strong_threshold,very_strong_content_ratio,strong_content_ratio,max_language_preservation,source_score,direct_reference_diff,signal_languages,discovery_reasons
gott_cechmistr_er_ist_seh_homk,Er ist sehr jung...,Er ist sehr jung...,Er; ist; sehr; jung,ist; sehr; jung,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
meni_menim_si__tebe_si_vy_C0Kx,Ez jó kis móka lesz!,Ez jó kis móka lesz!,Ez; jó; kis; móka; lesz,kis; móka; lesz,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
kost_kibic_fac_fajf_darojf_vsd1,"Fayf daroyf, fraynd!","Fajf darojf, Frajnd!",Fayf; daroyf; fraynd,fayf; daroyf; fraynd,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
smal_jost_luce_no_to_me_z_Ppq9,"From the entire elite of Kuttenberg, only Kunzlin Ruthard and Haman Alder have come here.","From the entire elite of Kuttenberg, only Kunzlin Ruthard and Haman Alder have come here.",Kunzlin; Ruthard; Haman; Alder,kunzlin; ruthard; haman; alder,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese,15,6,9,0.429,0.571,9,53,no,,dense_three_strong_preserved_tokens
pozd_pozdrav_n_gott_segne_4flq,Gott segne dich!,Gott segne dich!,Gott; segne; dich,gott; segne; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_pozdrav_n_gott_segne_BXvu,Gott segne dich!,Gott segne dich!,Gott; segne; dich,gott; segne; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_pozdrav_n_gott_segne_OPIV,Gott segne dich!,Gott segne dich!,Gott; segne; dich,gott; segne; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_pozdrav_n_gott_segne_ZB2W,Gott segne dich!,Gott segne dich!,Gott; segne; dich,gott; segne; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_pozdrav_n_gott_segne_gfqD,Gott segne dich!,Gott segne dich!,Gott; segne; dich,gott; segne; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_pozdrav_n_gott_segne_h3hV,Gott segne dich!,Gott segne dich!,Gott; segne; dich,gott; segne; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gott_segne_mcUu,Gott segne dich!,Gott segne dich!,Gott; segne; dich,gott; segne; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
pozd_sousedsky_gott_segne_schS,Gott segne dich!,Gott segne dich!,Gott; segne; dich,gott; segne; dich,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
nase_nasel_ztr_gott_sei_d_eXNQ,Gott sei Dank!,Gott sei Dank!,Gott; sei; Dank,gott; sei; dank,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_m_willkommen_KJnB,Grüß Gott! Was willst du?,Grüss Gott! Was willst du?,Grüß; Gott; Was; willst; du,grüss; gott; willst,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
dlc2_pozdrav_m_gruss_gott_cYqh,"Grüss Gott, Meister Heinrich!",,Grüss; Gott; Meister,grüss; gott; meister,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
lore_event_tab_gru_gott_p_5X44,"Grüß Gott, Pilger.","Grüß Gott, Pilger.",Grüß; Gott; Pilger,grüss; gott; pilger,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_z_gut_margn__jZhy,"Gut margn, Frajnd!",,Gut; margn; Frajnd,gut; margn; frajnd,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
utrz_kuman_dos_ha_co_si_m_aYUp,"Ha, mit gondoltál, te kutya?","Ha, mit gondoltál, te kutya?",Ha; mit; gondoltál; te; kutya,mit; gondoltál; kutya,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
zjed_npc_zdrav_heute_ist__Z4JS,Heute ist es wunderschön!,Heute ist es wunderschön!,Heute; ist; es; wunderschön,heute; ist; wunderschön,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
zaka_zakaznik__hm_ich_mus_38h2,"Hm, ich muss los.","Hm, Ich muss los.",Hm; ich; muss; los,ich; muss; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
spec_oswald_to_jenom_douf_JgV6,"I just hope you have the coin, it will cost you ein kleines Vermögen - a small fortune.","I just hope you have the coin, it will cost you ein kleines Vermögen - a small fortune.",ein; kleines; Vermögen,ein; kleines; vermögen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.333,0.333,15,53,no,german,signal_supported_two_token_preservation; signal_support
kost_kostky_pr_ich_fajfe__khKo,Ikh fayfe daroyf.,Ich fajfe darojf.,Ikh; fayfe; daroyf,ikh; fayfe; daroyf,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
prij_npc_akcep__ich_fajfe_rSYF,Ikh fayfe daroyf.,... Ich fajfe darojf.,Ikh; fayfe; daroyf,ikh; fayfe; daroyf,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
zaka_zakaznik__ich_fajfe__OkWH,Ikh fayfe daroyf.,Ich fajfe darojf.,Ikh; fayfe; daroyf,ikh; fayfe; daroyf,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
zazn_zaznamena_epes_GU6T,Ikh fayfe daroyf.,Ich fajfe darojf.,Ikh; fayfe; daroyf,ikh; fayfe; daroyf,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
krov_kostkar_k_ich_fajfe__oce4,Ikh fayfe daroyf...,Ich fajfe darojf...,Ikh; fayfe; daroyf,ikh; fayfe; daroyf,Chineses; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
npc__kuman_se__boze_stuj__Ujkh,Isten legyen velünk!,Isten legyen velünk!,Isten; legyen; velünk,isten; legyen; velünk,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
souv_prodavac__to_nikdo_j_sIxl,It is not something that tutti hanno. What do you say? Do we have un… un accordo?,Nobody has something like that! So what do you say? Do we have a deal?,tutti; hanno; un; accordo,tutti; hanno; accordo,Chineses; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish,15,6,9,0.600,0.600,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
neme_udo_aus_t_ja_ich_bin_UHjg,Ja! Ich bin merchant - Händler.,Ja! Ich bin merchant - Händler.,Ja; Ich; bin; merchant; Händler,ich; bin; händler,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.750,0.750,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
posl_event_hla_chasoch_sf_bqvl,"Khashokh sfoseykha, khamer!","!P Chashoch sfosejcha, Chamr!",Khashokh; sfoseykha; khamer,khashokh; sfoseykha; khamer,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Vietnamese,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
poda_kuman_kom_to_brneni__hgtG,"Kár a jó páncélért, szarházi.","Kár a jó páncélért, szarházi.",Kár; a; jó; páncélért; szarházi,kár; páncélért; szarházi,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
o_zi_aranka_laches_gadzo__4lkK,"Laches gadjo, mishtes. What can an old woman like me do for you?","!T Laches gadjo, mishtes. What can an old woman like me do for you?",Laches; gadjo; mishtes,laches; gadjo; mishtes,Chineses; Chineset; French; German; Italian; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
kost_kostky_pr_mein_gott__9znY,"Mein Gott, warum?!","Mein Gott, warum?!",Mein; Gott; warum,mein; gott; warum,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
krov_kostkar_k_mein_gott__zZSP,"Mein Gott, was machst du?","Mein Gott, Was machst du?",Mein; Gott; was; machst; du,mein; gott; machst,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
zazn_zaznamena_mein_gott__EUKx,"Mein Gott, wo ist es?","Mein Gott, wo ist es?",Mein; Gott; wo; ist; es,mein; gott; ist,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
zazn_zaznamena_mein_gott__WkQY,"Mein Gott, wo ist es?","Mein Gott, wo ist es?",Mein; Gott; wo; ist; es,mein; gott; ist,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
kuma_spizovaci_co_koukas__xTGL,"Mit bámulsz, fattyú?","Mit bámulsz, fattyú?",Mit; bámulsz; fattyú,mit; bámulsz; fattyú,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
kuma_spizovaci_co_cumis__O5eA,Mit mereszted a szemed?!,Mit mereszted a szemed?!,Mit; mereszted; a; szemed,mit; mereszted; szemed,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
nepr_kuman_kom_jeste_jsme_wLg0,Még nem végeztünk!,Még nem végeztünk!,Még; nem; végeztünk,még; nem; végeztünk,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
stre_strelnice_no_to_by_s_fylv,"Na, ez nem is olyan rossz...","Na, ez nem is olyan rossz...",Na; ez; nem; is; olyan; rossz,nem; olyan; rossz,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
opon_kuman_kom_kurva_nene_kOXt,"Ne hagyjátok, hogy meglépjen!","Ne hagyjátok, hogy meglépjen!",Ne; hagyjátok; hogy; meglépjen,hagyjátok; hogy; meglépjen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,czech,dense_two_very_strong_preserved_tokens; signal_support
prip_zakaznik__prost_mein_SEuo,"Prost, meine Freunde!","Prost, meine Freunde!",Prost; meine; Freunde,prost; meine; freunde,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
kris_kristian__ruthard_po_qCqG,"Ruthard, Polner, Krondel, Naaz... hmm, no Pisek to be seen.","Ruthard, Polner, Krondel, Naaz... hmm, no Pisek to be seen.",Ruthard; Polner; Krondel; Naaz; hmm; Pisek,ruthard; polner; krondel; naaz,Czech; French; German; Italian; Polish; Portuguese; Spanish; Turkish; Vietnamese,15,6,9,0.429,0.571,9,53,no,,dense_three_strong_preserved_tokens
pozd_pozdrav_n_schon_dich_x0M7,Schön dich zu sehen!,Schön dich zu sehen!,Schön; dich; zu; sehen,schön; dich; sehen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
priv_obchodnic_servus_mei_5NRX,"Servus, mein Freund!","Servus, mein Freund!",Servus; mein; Freund,servus; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
priv_obchodnik_servus_mei_u0dK,"Servus, mein Freund!","Servus, mein Freund!",Servus; mein; Freund,servus; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
se_s_samuel_shlumelikhm_b_SblJ,"Sholem aleykhem, bruder!","!P Shlum-elikhm, bruder!",Sholem; aleykhem; bruder,sholem; aleykhem; bruder,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
endi_rozloucen_salom_alej_cSlX,"Sholem aleykhem, fraynd!","!P Shalom alejchem, Fraynd!",Sholem; aleykhem; fraynd,sholem; aleykhem; fraynd,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
endi_rozloucen_salom_alej_qYnT,"Sholem aleykhem, fraynd!","!P Shalom alejchem, Fraynd!",Sholem; aleykhem; fraynd,sholem; aleykhem; fraynd,Chineses; Chineset; French; German; Italian; Japanese; Korean; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
turn_kutnohors_tak_uz_pad_ATyf,"Tak už padni, sakra!",,Tak; už; padni; sakra,tak; padni; sakra,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,polish,dense_two_very_strong_preserved_tokens; signal_support
turn_kutnohors_to_muselo__i5ZW,To muselo sakra bolet...,,To; muselo; sakra; bolet,muselo; sakra; bolet,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,czech,dense_two_very_strong_preserved_tokens; signal_support
tara_taras_mura_veritas_d_egnZ,Veritas Dei vincit!,Veritas Dei vincit!,Veritas; Dei; vincit,veritas; dei; vincit,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,latin,dense_two_very_strong_preserved_tokens; signal_support
zena_zena_pron_verzeihung_xa8a,"Verzeihung, mein Herr.","Verzeihung, mein Herr.",Verzeihung; mein; Herr,verzeihung; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
kost_kostky_bu_vos_ist_los_JSzl,Vos ist los?,Vos ist los?,Vos; ist; los,vos; ist; los,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
fano_ztracena__konecne_tu_3KRB,Végre nem unatkozunk!,Végre nem unatkozunk!,Végre; nem; unatkozunk,végre; nem; unatkozunk,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
krov_kostkar_k_was_ist_da_9ltV,Was ist dazu zu sagen?,Was ist dazu zu sagen?,Was; ist; dazu; zu; sagen,ist; dazu; sagen,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_m_was_ist_lo_B0cx,"Was ist los, du Dreckskerl?","Was ist los, du Dreckskerl?",Was; ist; los; du; Dreckskerl,ist; los; dreckskerl,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_m_was_ist_lo_eTQr,"Was ist los, du Säufer?","Was ist los, du Säufer?",Was; ist; los; du; Säufer,ist; los; säufer,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
eldr_puskar_el_was_wei_ic_26Yi,Was weiß ich? You should ask the Pfarrer in Grund.,Was weiß ich? You should ask the Pfarrer in Grund.,Was; weiß; ich; Pfarrer; Grund,weiss; ich; pfarrer; grund,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.333,0.667,13,53,no,,dense_three_strong_preserved_tokens
gree_obchodnik_was_willst_85PY,"Was willst du, Herr Flasche?","Was willst du, Herr Flasche?",Was; willst; du; Herr; Flasche,willst; herr; flasche,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
dial_brabant_potkali_jsme_lqA4,We met years ago au grand tournoi de Lorraine…,We met years ago at le grand tournoi de Lorraine…,au; grand; tournoi; de; Lorraine,grand; tournoi; lorraine,Chineses; Chineset; Czech; French; German; Italian; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,12,53,yes,,dense_two_very_strong_preserved_tokens; english_reference_differs
gree_obchodnic_wie_geht_e_0vw8,"Wie geht es dir so, Heinrich?","Wie geht es dir so, Heinrich?",Wie; geht; es; dir; so,wie; geht; dir,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
priv_obchodnic_willkommen_1IPw,"Willkommen, mein Freund!","Willkommen, mein Freund!",Willkommen; mein; Freund,willkommen; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
priv_obchodnik_willkommen_yenc,"Willkommen, mein Freund!","Willkommen, mein Freund!",Willkommen; mein; Freund,willkommen; mein; freund,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
gree_pozdrav_m_salom_mein_7XbG,"Šalom, mein Herr!",,Šalom; mein; Herr,šalom; mein; herr,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,15,53,no,german,dense_two_very_strong_preserved_tokens; signal_support
cin__bohuta_npc_et_ne_nos_JhpL,...et ne nos inducas in tentationem.,...et ne nos inducas in tentationem.,et; ne; nos; inducas; in; tentationem,nos; inducas; tentationem,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,czech,dense_two_very_strong_preserved_tokens; signal_support
idle_kuman_mlu_dalsi_rano_WJhJ,A következővel a pokolra jutsz!,A következővel a pokolra jutsz!,A; következővel; a; pokolra; jutsz,következővel; pokolra; jutsz,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,30,52,no,,dense_two_very_strong_preserved_tokens
lore_event_tab_eh_es_ist__3FXU,"Ah, das ist schwierig...","Ah, das ist schwierig...",Ah; das; ist; schwierig,das; ist; schwierig,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
menh_menhart_z_a_jeste_js_4KEQ,"And how you got around that Strafe! Sehr gut, Heinrich, sehr gut!","And how you got around that Strafe! Sehr gut, Heinrich, sehr gut!",Strafe; Sehr; gut; sehr,strafe; sehr; gut,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.600,0.600,28,52,no,,dense_two_very_strong_preserved_tokens
kost_kostky_bu_arsch_mit__8UvT,Arsch mit Ohren! I can't believe it!,Arsch mit Ohren! I can't believe it!,Arsch; mit; Ohren,arsch; mit; ohren,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.600,0.600,14,52,no,hungarian,dense_two_very_strong_preserved_tokens; signal_support
bark_kuman_na__bijte_je_u_SC0c,"Crush them! By Erlik's balls, crush them!","Crush them! By Erlik's balls, crush them!",Crush; them; By; Erlik's; balls; crush,crush; erlik's; balls,Chineses; Chineset; French; German; Italian; Japanese; Korean; Polish; Portuguese; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,1.000,1.000,26,52,no,,dense_two_very_strong_preserved_tokens
zada_cechmistr_das_ist_sc_hdBs,Das ist schade. I thought you’d want to be there?,Das ist schade. I thought you’d want to be there?,Das; ist; schade,das; ist; schade,Chineses; Chineset; Czech; French; German; Italian; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian; Vietnamese,15,6,9,0.500,0.500,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
zada_hospodsky_der_verdam_DvRJ,Der verdammte Schreiber!,Der verdammte Schreiber!,Der; verdammte; Schreiber,der; verdammte; schreiber,Chineses; Chineset; Czech; French; German; Italian; Japanese; Korean; Polish; Portuguese; Russian; Spanish; Turkish; Ukrainian,15,6,9,1.000,1.000,14,52,no,german,dense_two_very_strong_preserved_tokens; signal_support
