representative_key,family_size,source_score,signal_languages,strong_preserved_tokens,very_strong_content_ratio,strong_content_ratio,English_display,English_reference,translation_status,source_language,verified_meaning,notes
lore_event_tab_uff_also_g_btQ1,1,68,,verkaufen; natürlich; bitte; schön,1.000,1.000,"Zu verkaufen? Oh, ja, natürlich, bitte schön!","Zu kaufen? Oh, ja, natürlich, bitte schön!",NEEDS_TRANSLATION,,,
npc__npc_oznac_to_je_potr_ebmb,1,68,,újra; kell; főzni; egészet,1.000,1.000,Újra kell főzni az egészet.,We'll have to cook it all over again.,NEEDS_TRANSLATION,,,
goss_gossip_sp_bite_sejn__B1Yi,1,67,german,sheinem; dank; aber; neyn,0.571,0.571,!P A sheinem dank… aber neyn. I don't want to risk it.,A sheinem dank… aber neyn. I don't want to risk it.,NEEDS_TRANSLATION,,,
cin__bohuta_npc_adveniat__OscC,1,67,,nos; dimittimus; debitoribus; nostris,1.000,1.000,...et nos dimittimus debitoribus nostris…,...et nos dimittimus debitoribus nostris....,NEEDS_TRANSLATION,,,
rezy_else_ach_tak_chapu_r_ZUCi,1,67,german,ach; ich; verstehe; tess; anton,0.273,0.455,"Ach so, ich verstehe. Tess will get a gift, your friend will have a chance, and that idiot Anton will stay single.","Ach so, ich verstehe. Tess will get a gift, your friend will have a chance, and that idiot Anton will stay single.",NEEDS_TRANSLATION,,,
band_bandita_v_alarm_lass_P2zV,1,67,,alarm; lasst; uns; kämpfen,1.000,1.000,Alarm! Lasst uns kämpfen!,!P Alarm! Lasst uns kämpfen!,NEEDS_TRANSLATION,,,
kost_kibic_mil_schonheit__Uj6j,1,67,,alles; läuft; nach; plan,0.800,0.800,Alles läuft nach Plan! Good game!,Schonheit wechselt mit pracht! Good game!,NEEDS_TRANSLATION,,,
o_zi_hejtman_f_also_gut_w_mYYD,1,67,,also; gut; gibt; denn,1.000,1.000,"Also gut, was gibt es denn?","!P Also gut, was ist los?",NEEDS_TRANSLATION,,,
o_zi_kocovnik__jak_by_mel_wnzr,1,67,,k-ham; labarel; prekal; sakoneste,0.800,0.800,As it should…O k-ham labarel prekal sakoneste.,!T As it should… O k-ham sitinel prekal sakoneste.,NEEDS_TRANSLATION,,,
opil_opily_kum_cus_YWCU,1,67,,étel; úgyis; szar; volt,1.000,1.000,Az étel úgyis szar volt.,Az étel amúgy is szívás volt.,NEEDS_TRANSLATION,,,
chat_opily_kum_azok_a_mel_rIbI,1,67,,azok; mély; erdők; félelmetesek,1.000,1.000,Azok a mély erdők... félelmetesek.,Azok a mély erdők... félnek.,NEEDS_TRANSLATION,,,
hlid_hlidajici_azt_mondta_MTq2,1,67,,azt; mondtam; hagyj; békén,1.000,1.000,Azt mondtam hagyj békén.,!P Azt mondtam hagyj békén.,NEEDS_TRANSLATION,,,
npc__npc_ma_do_a_dost_kur_LxTv,1,67,,bassza; meg; elég; volt,1.000,1.000,"Bassza meg, elég volt!","Kurva, that's enough!",NEEDS_TRANSLATION,,,
opil_opily_kum_basszus_ne_3Uuc,1,67,,basszus; még; anyám; hiányzik,1.000,1.000,"Basszus, még az anyám is hiányzik!","!P Basszus, nekem is hiányzik anyám.",NEEDS_TRANSLATION,,,
brab_brabant_jasne_ze_chc_Fi3o,1,67,,bien; sûr; que; oui,1.000,1.000,Bien sûr que oui !,Of course you do!,NEEDS_TRANSLATION,,,
opil_opily_kum_bar_a_cseh_Y3De,1,67,,bár; csehek; sem; megvetendőek,1.000,1.000,Bár a csehek sem megvetendőek.,!P Bár a cseheket nem szabad kidobni.,NEEDS_TRANSLATION,,,
ptac_ptacek_vi_dobre_moc__Sbja,1,67,,c'est; bon; très; bien,1.000,1.000,C'est bon! Très bien!,!P C'est bon! Très bien!,NEEDS_TRANSLATION,,,
dial_brabant_mel_sem_stes_tVgF,1,67,,c'est; bon; ami; moi,1.000,1.000,C'est un bon ami à moi…,!P C'est mon bon ami…,NEEDS_TRANSLATION,,,
goss_gossip_sp_uvidime_od_5zVb,1,67,german,das; werden; wir; sehen,0.444,0.444,Das werden wir ja sehen. We can try it starting tomorrow. Maybe it is the future!,!P Wir werden sehen. We can try it starting tomorrow. Maybe it is the future!,NEEDS_TRANSLATION,,,
npc__zena_samo_davar_masa_vqbx,1,67,,davar; masa; u-matan; tov,1.000,1.000,Davar masa u-matan tov.,!P Davar masa u-matan tov.,NEEDS_TRANSLATION,,,
o_zi_hejtman_f_cert_aby_t_ZBoZ,1,67,,der; teufel; soll; holen,1.000,1.000,Der Teufel soll Sigismund holen!,!P Der Teufel hole den Zikmund!,NEEDS_TRANSLATION,,,
npc__npc_rozpo_chovas_se__bIU4,1,67,,dik; proda; tsikno; chavo,1.000,1.000,Dik proda tsikno chavo!,!T Dik proda tsikno chavo!,NEEDS_TRANSLATION,,,
endi_rozloucen_dzan_devle_ytQP,1,67,,dja; devleha; lachi; rat,1.000,1.000,Dja Devleha! Lachi rat!,!T Dja Devleha! Lachi rat!,NEEDS_TRANSLATION,,,
dial_kuman_vyz_csak_egy_n_zVUa,1,67,,duma; egész; hidd; nekem,1.000,1.000,"Duma az egész, hidd el nekem!","Csak egy nagy beszéd, add nekem.",NEEDS_TRANSLATION,,,
henr_jasak_huh_elmondtad__jOL4,1,67,,mondtad; neki; vagy; sem,1.000,1.000,Eh! Mondtad neki vagy sem?,!P Eh? Elmondtad neki vagy sem?,NEEDS_TRANSLATION,,,
kuma_opily_kum_a_nevem_je_OXlx,1,67,,engem; jasaknak; hívnak; téged,1.000,1.000,Engem Jasaknak hívnak. És téged?,A nevem Jasak. És te?,NEEDS_TRANSLATION,,,
jasa_jasak_ez_tulajdonkep_64l8,1,67,,tulajdonképpen; elég; jól; ment,1.000,1.000,Ez tulajdonképpen… elég jól ment…,!P Ez tulajdonképpen… elég jól ment…,NEEDS_TRANSLATION,,,
cp_z_henry_fatta_la_legge_YoVN,1,67,,fatta; legge; trovato; l'inganno,1.000,1.000,"Fatta la legge, trovato l'inganno!","!P Fatta la legge, trovato l'ignano!",NEEDS_TRANSLATION,,,
ph_j_henry_spatna_odpoved_cGRo,1,67,,fatte; legga; travoto; l'ignano,1.000,1.000,"Fatte la legga, travoto l'ignano.","!P Fatte la legga, travoto l'ignano.",NEEDS_TRANSLATION,,,
menh_arne_nemec_je_to_na__Q1Oe,1,67,german,gut; ein; guter; fechter,0.800,0.800,"Gut, Heinrich! Fight for us, you are ein guter Fechter!","!P Gut Heinrich! !P Fight for us, you are ein guter Fechter!",NEEDS_TRANSLATION,,,
jese_opily_kum_ha_zavarba_MPim,1,67,,zavarba; hozol; előtte; megkeserülöd,1.000,1.000,"Ha zavarba hozol előtte, megkeserülöd!","Ha zavarba hozol előtte, ne kívánd!",NEEDS_TRANSLATION,,,
svep_svepomoc__takovy_sil_plXU,1,67,,hahaha; szar; mókás; vagy,1.000,1.000,"Hahaha, te szar! Mókás vagy!","Hahaha, te szar! Szórakoztattál!",NEEDS_TRANSLATION,,,
vzde_dlc3_nemo_panenko_ma_wNH5,1,67,,hail; mary; full; grace,1.000,1.000,"Hail Mary, full of grace…","Holy Mary, full of grace…",NEEDS_TRANSLATION,,,
incl_rychtar_p_halts_maul_ZHWB,1,67,,halt's; maul; kleiner; bastard,1.000,1.000,"Halt’s Maul, du kleiner Bastard!",Halts Maul du kleiner Bastard!,NEEDS_TRANSLATION,,,
jasa_jasak_holnap_ujra_ta_iPge,1,67,,holnap; újra; találkozom; vele,1.000,1.000,Holnap újra találkozom vele.,!P Holnap újra találkozom vele.,NEEDS_TRANSLATION,,,
refu_opily_kum_igyal_tobb_yxc2,1,67,,igyál; többet; beszélj; kevesebbet,1.000,1.000,Igyál többet és beszélj kevesebbet!,!P Igyál többet és beszélj kevesebbet!,NEEDS_TRANSLATION,,,
brab_brabant_nesmi_projit_eGD5,1,67,,suis; désolé; mon; ami,0.800,0.800,"Je suis désolé, mon ami... I am sorry.","Je suis désolé, mon ami... I'm sorry.",NEEDS_TRANSLATION,,,
poly_kuman_u_s_jobb_ha_me_9zrH,1,67,,jobb; megyünk; vagy; megütöm,1.000,1.000,"Jobb, ha megyünk, vagy megütöm.","!P Jobb, ha megyünk, vagy megütöm.",NEEDS_TRANSLATION,,,
gree_pozdrav_m_bachtali_d_T74B,1,67,,lacho; dives; kay; djas,1.000,1.000,Lacho dives! Kay djas?,!T Lacho dives! Kay djas?,NEEDS_TRANSLATION,,,
free_svedek_re_malem_si_n_gLOG,1,67,,may; cha; varekas; dukadjal,1.000,1.000,May cha varekas dukadjal!,!T May cha varekas dukadjal!,NEEDS_TRANSLATION,,,
vask_vasko_mielott_valami_D3tu,1,67,,mielőtt; valami; rossz; történik,1.000,1.000,Mielőtt valami rossz történik.,!P Mielőtt valami rossz történik.,NEEDS_TRANSLATION,,,
turn_kutnohors_mons_cutna_7w4N,1,67,,mons; cutnae; semper; augusta,1.000,1.000,Mons Cutnae semper augusta!,!P Mons Cutnae semper augusta!,NEEDS_TRANSLATION,,,
opil_opily_kum_nem_mintha_dQrB,1,67,,nehogy; megint; belehányj; ágyamba,1.000,1.000,Nehogy megint belehányj az ágyamba!,Nem mintha megint az én ágyamban fekszel le!,NEEDS_TRANSLATION,,,
bezn_npc_reagu_netter_wau_R9Yo,1,67,,netter; wauwau; lieber; hund,1.000,1.000,Netter Wauwau ... Lieber Hund.,Netter Wauwau... netter.,NEEDS_TRANSLATION,,,
zada_menhart_z_nedavno_tu_KqeO,1,67,german,ein; frau; ist; bischen,0.273,0.364,"Not long ago, ein Frau was here looking for a swordsman, but the whole thing ist ein bischen precarious.","Not long ago ein frau was here looking for a swordsman, but zee whole thing ist ein bischen precarious.",NEEDS_TRANSLATION,,,
pohr_aranka_de_amenge_adj_3gxs,1,67,,maro; amaro; amen; adadyives,1.000,1.000,O maro amaro de amen adadyives.,!P De amenge adjes amaro manrro sakone djesesko.,NEEDS_TRANSLATION,,,
brab_brabant_buh_zehnej_EFe1,1,67,,que; dieu; soit; loué,1.000,1.000,Que Dieu soit loué !,God bless!,NEEDS_TRANSLATION,,,
o_zi_hejtman_f_gut_dann_f_hIco,1,67,,schön; dann; frag; nur,1.000,1.000,"Schön, dann frag nur.","!P Gut, dann fragen Sie.",NEEDS_TRANSLATION,,,
dlc2_pozdrav_m_schon_sie__YZTV,1,67,,schön; sie; sehen; meisterschmied,1.000,1.000,"Schön, Sie zu sehen, Meisterschmied!","Schön, Sie zu sehen, Schmied!",NEEDS_TRANSLATION,,,
o_zi_aranka_so_hin_cacipe_wzVj,1,67,,hin; chachipen; andro; dzhivipen,1.000,1.000,So hin chachipen andro dzhivipen?,!T So hin chachipen andro djivipen?,NEEDS_TRANSLATION,,,
bohu_bohuta_pl_stultorum__4BGj,1,67,,stultorum; mater; sempiter; gravida,1.000,1.000,Stultorum mater sempiter gravida.,!P Stultorum mater sempiter gravida.,NEEDS_TRANSLATION,,,
refu_opily_kum_szoval_te__iU4Y,1,67,,szóval; vagy; igaz; tiszteletem,1.000,1.000,"Szóval te vagy az a Henry, igaz? Tiszteletem!","!P Szóval te vagy a Henry, igaz? Minden tisztelet.",NEEDS_TRANSLATION,,,
zave_henry_szornyu_dolgok_PyHC,1,67,,szörnyű; dolgokat; mondanak; rólatok,1.000,1.000,Szörnyű dolgokat mondanak rólatok.,Szörnyű dolgokat mondanak rólad.,NEEDS_TRANSLATION,,,
nast_nastvane__okamzite_v_xDtS,1,67,,takarodj; vagy; szétrúgom; segged,1.000,1.000,Takarodj vagy szétrúgom a segged!,"Get out of here right now, or I'll kick your arse!",NEEDS_TRANSLATION,,,
brab_brabant_vzdy_jsi_pri_Wz4p,1,67,,toujours; restée; mes; côtés,1.000,1.000,Tu es toujours restée à mes côtés !,!P Tu es toujours resté à mes côtés !,NEEDS_TRANSLATION,,,
zave_vasko_tudni_akar_mag_uSwx,1,67,,tudni; akar; valamit; magyarországról,1.000,1.000,Tudni akar valamit Magyarországról.,!P Tudni akar Magyarországról.,NEEDS_TRANSLATION,,,
npc__npc_si_st_xxx_yewo,1,67,,ugh; francba; rosszul; vagyok,1.000,1.000,"Ugh... A francba, rosszul vagyok.","Oww... Shit, I feel rough.",NEEDS_TRANSLATION,,,
comb_mikulas_p_a_ted_si_t_etJS,1,67,german,und; jetzt; mein; freund,0.571,0.571,"Und jetzt, come try few times, mein Freund!","!P Und jetzt, come try few times, mein Freund!",NEEDS_TRANSLATION,,,
o_zi_zidovsky__vos_machst_zGjZ,1,67,,vos; makhst; mayn; fraynd,0.800,0.800,"Vos makhst du, mayn fraynd? What misfortune?","!P Vos machst du, mein Fraynd? What bad luck?",NEEDS_TRANSLATION,,,
npc__npc_si_vs_pockat_tad_RWgN,1,67,,várjunk; csak; valami; hiányzik,1.000,1.000,Várjunk csak. Valami hiányzik!,Wait… something's missing here!,NEEDS_TRANSLATION,,,
gree_obchodnik_guten_morg_1RGA,1,67,,darf; heute; morgen; sein,1.000,1.000,Was darf es heute Morgen sein?,Wie wird es heute morgen?,NEEDS_TRANSLATION,,,
comb_hejtman_f_wollen_sie_ncG1,1,67,,willst; du's; mir; zeigen,1.000,1.000,Willst du’s mir zeigen?,!P Wollen Sie es zeigen?,NEEDS_TRANSLATION,,,
lore_event_tab_hergot_to__yC0I,1,67,german,herrgot; ich; heisse; henslin,0.364,0.364,"You are telling me! Herrgot, life has been hard. Ich heiße Henslin. I am an innkeeper, but my inn has been razed to the ground.","You're telling me! Hergot, life's been hard on me. Ich heiße Henslin. I'm an innkeeper, but my inn's been razed to the ground.",NEEDS_TRANSLATION,,,
miko_showrunne_pripravte__yNnk,1,67,,zamur; dik; proda; prekidkeriben,1.000,1.000,"Zamur, dik proda prekidkeriben!","Zamure, look at these races!",NEEDS_TRANSLATION,,,
nepr_nepritel__mein_gott__Jl3O,1,66,german,mein; gott; ist; los,1.000,1.000,!P Mein Gott! Was? Was ist los?,!P Mein Gott! Was? Was ist los?,NEEDS_TRANSLATION,,,
bibr_kuman_bib_upadli_jst_Ht1T,1,66,,baromság; oltár; krachiné; pofa,1.000,1.000,"Baromság! Az oltár Krachiné, és pofa be!",Nonsense. The altar is Karachin’s and that is the end of it.,NEEDS_TRANSLATION,,,
unik_aktivita__blaha_jen__ox8y,1,66,german,blaha; bayern; mein; onkel; günther,0.200,0.333,"Blaha is idiot playing lord! I more noble than he ever be, all the way from Bayern I am! Mein Onkel, Günther, is real noble!","Blaha is idiot playing lord! I more noble than he ever be, all the way from Bayern I am! Mein Onkel, Günther, is real noble!",NEEDS_TRANSLATION,,,
bezn_npc_reagu_netter_kot_2xKD,1,66,,braver; köter; ganz; brav,1.000,1.000,Braver Köter ... ganz brav.,Netter Köter... netter.,NEEDS_TRANSLATION,,,
o_zi_kupec_tro_nun_fragen_As97,1,66,,dann; schiess; mal; los,1.000,1.000,Dann schieß mal los. What is it?,"!P Nun, fragen Sie mich. Let's hear it.",NEEDS_TRANSLATION,,,
comb_hejtman_s_klidne_ale_QoN6,1,66,german,das; ist; kein; problem,0.444,0.444,"Das ist kein Problem, but first get yourself together, you can barely walk.","!P Das ist kein problem, but first get yourself together, you can barely walk.",NEEDS_TRANSLATION,,,
comb_mikulas_p_klidne_ale_yzRY,1,66,german,das; ist; kein; problem,0.364,0.364,"Das ist kein Problem, but first pull yourself together a bit, or you drop dead here.","!P Das ist kein Problem, but first pull yourself together a bit, or you drop dead here.",NEEDS_TRANSLATION,,,
menh_menhart_z_scheise_da_02TC,1,66,german,das; ist; wirklich; gildenschwert,1.000,1.000,Das ist wirklich das Gildenschwert!,Das ist wirklich das Gildenschwert!,NEEDS_TRANSLATION,,,
npc__npc_reagu_smarja_ten_1jbD,1,66,,devla; djuklo; danderla; varekas,1.000,1.000,"Devla, o djuklo danderla varekas!","!T Devla, o djuklo danderla varekas!",NEEDS_TRANSLATION,,,
eldr_puskar_el_er_ist_wer_geI2,1,66,german,ist; wertvoll; weil; geschickt,0.500,0.500,"Er ist wertvoll, weil er geschickt ist! He’s truly very skilled...","Er ist wertvoll, weil er geschickt ist! He’s truly very skilled...",NEEDS_TRANSLATION,,,
diva_divak_bar_no_vyborne_ASJ9,1,66,hungarian,aztán; móka; tényleg; vagy,1.000,1.000,Ez az! Ez aztán jó móka! Te aztán tényleg jó vagy!,Ez az! Ez aztán jó móka! Te aztán tényleg jó vagy!,NEEDS_TRANSLATION,,,
idle_kuman_mlu_haha_tu_ru_p5Uo,1,66,hungarian,hehe; egy; kéz; nem,1.000,1.000,"Hehe, egy kéz nem kéz...","Hehe, egy kéz nem kéz...",NEEDS_TRANSLATION,,,
diva_divak_bar_kde_si_to__vRVI,1,66,czech,kde; viděl; takhle; zvorat,1.000,1.000,Kde si to viděl? Takhle to zvorat!,,NEEDS_TRANSLATION,,,
npc__npc_reagu_priste_si__AI7H,1,66,,legközeleb; pörköltet; főzök; belőled,1.000,1.000,Legközeleb pörköltet főzök belőled.,Next time I'll roast you!,NEEDS_TRANSLATION,,,
eldr_puskar_el_farar_v_gr_5Khz,1,66,german,sein; name; ist; havel,0.500,0.500,"Na ja, na ja, the priest in Grund should know. Sein Name ist Havel.","Na ja, na ja, the priest in Grund should know. Sein Name ist Havel.",NEEDS_TRANSLATION,,,
gree_obchodnik_ein_nackte_BzmD,1,66,german,nackter; kunde; auch; ein,1.000,1.000,"Nackter Kunde, auch ein Kunde!","Nackter Kunde, auch ein Kunde!",NEEDS_TRANSLATION,,,
gree_pozdrav_z_oh_nein_vo_e4I1,1,66,,neyn; vis; makhst; hir,1.000,1.000,Oh neyn... vis makhst du hir?,Oh nein... vis makhst du hier?,NEEDS_TRANSLATION,,,
npc__npc_vidi__oy_pejres__NbO3,1,66,,peyresh; ikh; fayfe; daroyf,1.000,1.000,"Oy, peyresh! Ikh fayfe daroyf.","!P Oy, Pejresh! Ich fajfe darojf.",NEEDS_TRANSLATION,,,
npc__npc_reagu_kurva_dela_znrm,1,66,,keres; sem; varekas; danderla,1.000,1.000,"Oy, so keres! Sem varekas danderla!","!T Oy, so keres! Sem varekas danderla!",NEEDS_TRANSLATION,,,
goss_gossip_v__budoucnost_hV6W,1,66,german,gott; sie; selbst; rippen,0.308,0.308,"Perhaps one day, if the future is willing. But even so, they were as beautiful as if Gott sie selbst put them there. Rippen - her ribs.","Perhaps one day, if the future is willing. But even so, they were as beautiful as if Gott selbst put them there. Rippen - her ribs.",NEEDS_TRANSLATION,,,
kost_kostky_pr_scheiss_dr_2SVx,1,66,,scheiss; drauf; verdammtes; pech,1.000,1.000,Scheiß drauf!! Verdammtes Pech.,Scheiss drauf! Verdammtes Pech.,NEEDS_TRANSLATION,,,
goss_gossip_sp_a_jo_to_mi_w8L3,1,66,german,meine; frau; hirse; buchweizen,0.364,0.364,"That is what meine Frau makes me eat. Always Hirse, Buchweizen and all these other… grains.","That is what meine Frau makes me eat. Alwas Hirse, Buchweizen and all these other… grains.",NEEDS_TRANSLATION,,,
zavo_zavodnik__wie_was_wi_f3kU,1,66,german,wie; ist; das; möglich,1.000,1.000,Was? Wie ist das möglich?,"!P Wie? Was, wie ist das möglich?",NEEDS_TRANSLATION,,,
endi_rozloucen_bis_bald_m_7udN,1,65,german,bis; bald; mein; herr,1.000,1.000,"!P Bis bald, Mein Herr!","!P Bis bald, Mein Herr!",NEEDS_TRANSLATION,,,
gree_pozdrav_z_gut_pracht_LYzL,1,65,german,gut; prächtig; mein; freund,1.000,1.000,"!P Gut, prächtig, mein Freund.","!P Gut, prächtig, mein Freund.",NEEDS_TRANSLATION,,,
gree_pozdrav_n_kannst_du__7FNT,1,65,german,kannst; nicht; waschen; schwein,1.000,1.000,"!P Kannst du nicht waschen, Schwein?!","!P Kannst du nicht waschen, Schwein?!",NEEDS_TRANSLATION,,,
gree_pozdrav_n_mein_gott__UrxS,1,65,german,mein; gott; ist; los,1.000,1.000,!P Mein Gott! Was ist los?,!P Mein Gott! Was ist los?,NEEDS_TRANSLATION,,,
gree_pozdrav_n_verdammt_w_RA6W,1,65,german,verdammt; ist; los; bettler,1.000,1.000,"!P Verdammt! Was ist los, du Bettler?","!P Verdammt! Was ist los, du Bettler?",NEEDS_TRANSLATION,,,
o_zi_rychtar_h_ale_ano_v__JejW,1,65,german,aber; hast; recht; leipa,0.375,0.500,"Aber ja, du hast recht. In the case of the Lord of Leipa, the law is on his side.","!P Aber ja, du hast Recht. In the case of the lord from Lipa, the law is on his side.",NEEDS_TRANSLATION,,,
idle_kuman_mlu_porad_krva_LO40,1,65,hungarian,csak; nem; vérzel; faszfej,1.000,1.000,"Csak nem vérzel, faszfej?","Csak nem vérzel, faszfej?",NEEDS_TRANSLATION,,,
posl_event_hla_das_ist_do_BEH9,1,65,german,das; ist; doch; blödsinn,1.000,1.000,Das ist doch Blödsinn...,,NEEDS_TRANSLATION,,,
comb_hejtman_f_das_ist_ke_uxUx,1,65,german,das; ist; kein; problem,0.400,0.400,"Das ist kein Problem, but fix yourself up a bit first, you can barely walk.","!P Das ist kein problem, but first get yourself together, you can barely walk.",NEEDS_TRANSLATION,,,
zaka_zakaznik__ein_groes__7MtT,1,65,german,ein; grosses; bier; bitte,1.000,1.000,Ein großes Bier bitte!,Ein großes Bier bitte!,NEEDS_TRANSLATION,,,
ques_quest_tip_er_ist_hie_dacB,1,65,german,ist; hier; der; festung,1.000,1.000,Er ist hier in der Festung.,Er ist hier in der Festung.,NEEDS_TRANSLATION,,,
prov_kuman_pro_tos_neceka_HjQ7,1,65,hungarian,erre; nem; számítottál; ugye,1.000,1.000,"Erre nem számítottál, ugye?","Erre nem számítottál, ugye?",NEEDS_TRANSLATION,,,
vrba_spizovaci_tohle_ti_t_qYn2,1,65,hungarian,itt; nem; fog; segíteni,1.000,1.000,Ez itt nem fog segíteni.,Ez itt nem fog segíteni.,NEEDS_TRANSLATION,,,
nase_nasel_ztr_gott_sei_d_IuOe,1,65,german,gott; sei; dank; ist,1.000,1.000,Gott sei Dank! Da ist es!,Gott sei Dank! Da ist es!,NEEDS_TRANSLATION,,,
lore_event_tab_gott_zum_g_KQoG,1,65,german,gott; zum; grusse; pilger,1.000,1.000,"Gott zum Gruße, Pilger!","Gott zum Gruße, Pilger!",NEEDS_TRANSLATION,,,
kost_kostky_pr_gutes_spie_k7KX,1,65,german,gutes; spiel; mein; freund,1.000,1.000,"Gutes Spiel, mein Freund.","Gutes Spiel, mein Freund.",NEEDS_TRANSLATION,,,
zaka_zakaznik__hallo_ich__ZCaI,1,65,german,hallo; ich; möchte; bestellen,1.000,1.000,Hallo! Ich möchte bestellen.,Hallo! Ich möchte bestellen.,NEEDS_TRANSLATION,,,
hrac_henry_ich_bin_ein_ku_7uvl,1,65,german,ich; bin; ein; kuttenberger,1.000,1.000,Ich bin ein Kuttenberger!,Ich bin ein Kuttenberger!,NEEDS_TRANSLATION,,,
situ_situace_m_ich_mochte_QibQ,1,65,german,ich; möchte; mich; beschweren,1.000,1.000,Ich möchte mich beschweren!,Ich möchte mich beschweren!,NEEDS_TRANSLATION,,,
goss_situace_z_ich_wurde__ArjE,1,65,german,ich; würde; dich; heiraten,1.000,1.000,Ich würde dich heiraten!,Ich würde dich heiraten!,NEEDS_TRANSLATION,,,
goss_lapka_mlu_jo_to_bylo_lP7f,1,65,czech,lovag; hogy; baszná; meg,1.000,1.000,"Ja, az a kurva lovag, hogy baszná meg.","Ja, az a kurva lovag, hogy baszná meg.",NEEDS_TRANSLATION,,,
reak_kuman_kom_dobry_boj__w0YE,1,65,hungarian,csata; volt; isten; tanúm,1.000,1.000,"Jó csata volt, Isten a tanúm!","Jó csata volt, Isten a tanúm!",NEEDS_TRANSLATION,,,
dial_po_souboj_nechame_to_r678,1,65,german,ich; bin; auch; müde,0.500,0.667,"Let's stop, Ich bin auch müde.","Let's stop, Ich bing auch müde.",NEEDS_TRANSLATION,,,
zaka_zakaznik__mein_gott__DBlx,1,65,german,mein; gott; ist; spät,1.000,1.000,"Mein Gott, es ist spät!","Mein Gott, es ist spät!",NEEDS_TRANSLATION,,,
krov_kostkar_k_mein_gott__qIma,1,65,german,mein; gott; ich; weinen,1.000,1.000,"Mein Gott, ich will weinen.","Mein Gott, Ich will weinen.",NEEDS_TRANSLATION,,,
hadk_event_rva_coze_co_si_foAY,1,65,hungarian,van; mit; képzelsz; fasz,1.000,1.000,"Mi van? Mit képzelsz, te fasz?","Mi van? Mit képzelsz, te fasz?",NEEDS_TRANSLATION,,,
prat_pratelsky_tak_delej__Ko20,1,65,hungarian,mit; pofázol; húzz; innen,1.000,1.000,Mit pofázol? Húzz innen!,Mit pofázol? Húzz innen!,NEEDS_TRANSLATION,,,
kuma_spizovaci_co_se_tak__pjQw,1,65,hungarian,mit; vigyorogsz; ilyen; pimaszul,1.000,1.000,Mit vigyorogsz ilyen pimaszul?,Mit vigyorogsz ilyen pimaszul?,NEEDS_TRANSLATION,,,
stal_stalker_co_mi_lezes__mcuS,1,65,hungarian,miért; zavarod; meg; álmomat,1.000,1.000,Miért zavarod meg az álmomat?,Miért zavarod meg az álmomat?,NEEDS_TRANSLATION,,,
kuma_basan_com_ne_akard_h_WXRT,1,65,czech,akard; hogy; mérges; legyek,1.000,1.000,"Ne akard, hogy mérges legyek!","Ne akard, hogy mérges legyek!",NEEDS_TRANSLATION,,,
meni_menim_si__nenechte_j_5VHC,1,65,czech,hagyjátok; hogy; meglógjanak; lőjetek,1.000,1.000,"Ne hagyjátok, hogy meglógjanak! Lőjetek!","Ne hagyjátok, hogy meglógjanak! Lőjetek!",NEEDS_TRANSLATION,,,
goss_lapka_mlu_pockej__ty_GjMj,1,65,czech,már; haja; volt; békáknak,1.000,1.000,Ne már! Haja volt a békáknak?,Ne már! Haja volt a békáknak?,NEEDS_TRANSLATION,,,
kuma_kuman_uto_nemel_jsi__abjW,1,65,hungarian,nem; kellett; volna; idejönnöd,1.000,1.000,Nem kellett volna idejönnöd!,Nem kellett volna idejönnöd!,NEEDS_TRANSLATION,,,
prat_pratelsky_nemeli_bys_IarJ,1,65,hungarian,nem; kéne; inkább; levágnunk,1.000,1.000,Nem kéne inkább levágnunk?,Nem kéne inkább levágnunk?,NEEDS_TRANSLATION,,,
proh_dlc2_stre_oh_ja_sehe_wKjt,1,65,,warst; mir; völlig; unterlegen,0.800,0.800,Oh ja! Du warst mir völlig unterlegen! That was worth it.,Oh ja! Sehen und sterben! Tohle stálo za to.,NEEDS_TRANSLATION,,,
arne_arne_nemec_tuche_z_t_vstB,1,65,hungarian,stoffe; daraus; frankfurt; mit; stoffen,0.300,0.500,Stoffe... they make clothing daraus. In Frankfurt gibt es a big trade mit Stoffen.,Stoffe... they make clothing daraus. In Frankfurt gibt es a big trade mit Stoffen.,NEEDS_TRANSLATION,,,
turn_kutnohors_ten_kouzli_mgoL,1,65,czech,ten; kouzlí; jak; perkajst,1.000,1.000,Ten kouzlí jak perkajst!,,NEEDS_TRANSLATION,,,
menh_menhart_z_do_te_doba_iCZ2,1,65,german; hungarian,gott; sei; mit; dir,0.667,0.667,"Until then, Gott sei mit dir.","Until then, Gott sei mit dir.",NEEDS_TRANSLATION,,,
pozd_sousedsky_viel_erfol_ZLN4,1,65,german,viel; erfolg; mein; freund,1.000,1.000,"Viel Erfolg, mein Freund.","Viel Erfolg, mein Freund.",NEEDS_TRANSLATION,,,
prip_zakaznik__zum_wohl_m_Axpd,1,65,german,zum; wohl; meine; freunde,1.000,1.000,"Zum Wohl, meine Freunde!","Zum wohl, meine Freunde!",NEEDS_TRANSLATION,,,
gree_pozdrav_z_du_stinkst_Y90Z,1,64,,stinkst; ziemlich; weisst; das,1.000,1.000,"!P Du stinkst ziemlich, weißt du das?","!P Du stinkst ziemlich, weißt du das?",NEEDS_TRANSLATION,,,
